key,loudness,tempo,duration_ms,playlist_uri
4,-5.32,147.984,406964,0
0,-10.281,139.833,219493,1
1,-9.277,79.509,233785,1
0,-8.618,180.048,544333,0
2,-14.051,76.443,248403,1
0,-7.462,79.988,158062,1
1,-9.938,72.105,234853,1
7,-29.695,72.95,235573,1
1,-6.356,78.047,253520,1
10,-3.747,175.015,458000,0
11,-5.417,77.996,212147,1
7,-4.992,146.023,430685,0
4,-7.098,67.559,252787,1
9,-6.267,146.988,468507,0
0,-16.031,59.219,89072,1
2,-10.132,77.968,356285,1
0,-5.642,76.025,236667,1
5,-5.303,60.878,175061,1
10,-6.549,144.01,440000,0
5,-9.027,78.702,196347,1
9,-6.238,143.014,499238,0
1,-5.454,144.989,516414,0
6,-10.666,64.831,266547,1
7,-9.022,80.002,226500,1
5,-9.76,80.005,266853,1
7,-18.426,78.386,240939,1
1,-8.372,145.986,420845,0
11,-6.814,175.034,504686,0
4,-6.371,77.278,230267,1
2,-8.843,77.065,265098,1
6,-5.231,148.025,480000,0
0,-10.525,74.661,315973,1
7,-5.672,80.05,258727,1
